filename,path,slug,title,date,language,category,folder_status,frontmatter_status,wp_status,wp_post_id,plan_slug,plan_index,plan_status,plan_match,source_bucket,notes
segment-coaches-consultants-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-coaches-consultants-ai-design.md,best-ai-design-agent-coaches-consultants,Best AI Design Agent for Coaches & Consultants — Branding That Attracts Premium Clients,2026-05-27,,Segment,Published,,,18128,,,,no,additional-published,not-in-production-plan
segment-digital-agencies-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-digital-agencies-ai-design.md,best-ai-design-agent-digital-agencies-2026,Best AI Design Agent for Digital Agencies 2026 — Scale Client Work Without Scaling Headcount,2026-05-27,,Segment,Published,,,18129,,,,no,additional-published,not-in-production-plan
segment-ecommerce-sellers-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-ecommerce-sellers-ai-design.md,best-ai-design-agent-ecommerce-sellers,"Best AI Design Agent for E-Commerce Sellers — Shopify, Etsy, and Amazon Visuals That Convert",2026-05-27,,Segment,Published,,,18130,,,,no,additional-published,not-in-production-plan
segment-education-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-education-ai-design.md,ai-design-education-course-materials-certificates,"AI Design for Education: Course Materials, Certificates, and Classroom Visuals in Minutes",2026-05-27,,Segment,Published,,,18131,,,,no,additional-published,not-in-production-plan
segment-fitness-studios-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-fitness-studios-ai-design.md,ai-design-fitness-studios-gyms,"AI Design for Fitness Studios & Gyms — Class Schedules, Promos, and Member Content",2026-05-27,,Segment,Published,,,18132,,,,no,additional-published,not-in-production-plan
segment-healthcare-marketing-ai.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-healthcare-marketing-ai.md,healthcare-marketing-design-ai,"Healthcare Marketing Design with AI — HIPAA-Aware Visuals for Clinics, Practices, and Health Brands",2026-05-27,,Segment,Published,,,18133,,,,no,additional-published,not-in-production-plan
segment-musicians-artists-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-musicians-artists-ai-design.md,best-ai-design-agent-musicians-artists,"Best AI Design Agent for Musicians & Artists — Album Art, Merch, and Social Media Without a Designer",2026-05-27,,Segment,Published,,,18134,,,,no,additional-published,not-in-production-plan
segment-photographers-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-photographers-ai-design.md,best-ai-design-agent-photographers,"Best AI Design Agent for Photographers — Branding, Client Galleries, and Marketing in One Tool",2026-05-27,,Segment,Published,,,18135,,,,no,additional-published,not-in-production-plan
segment-real-estate-agents.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-real-estate-agents.md,best-ai-design-agent-real-estate-agents,"Best AI Design Agent for Real Estate Agents — Branding, Listings, and Social Media in Half the Time",2026-05-27,,Segment,Published,,,18136,,,,no,additional-published,not-in-production-plan
segment-saas-product-design-ai.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-saas-product-design-ai.md,saas-product-design-ai-landing-pages-icons,"SaaS Product Design with AI — Landing Pages, Icons, App Screens, and Onboarding Graphics",2026-05-27,,Segment,Published,,,18137,,,,no,additional-published,not-in-production-plan
segment-wedding-planners-ai-design.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/segment-wedding-planners-ai-design.md,ai-design-wedding-planners,"AI Design for Wedding Planners — Invitations, Signage, and Timelines That Impress",2026-05-27,,Segment,Published,,,18138,,,,no,additional-published,not-in-production-plan
sora-2-vs-lovart-comparison.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/sora-2-vs-lovart-comparison.md,sora-2-vs-lovart-ai-video-generator-comparison-2026,Sora 2 vs Lovart: Which AI Video Generator Wins in 2026?,2026-05-27,,Comparison,Published,,,18139,,,,no,additional-published,not-in-production-plan
typography-101-font-pairing-guide.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/typography-101-font-pairing-guide.md,typography-101-font-pairing-rules-non-designers,Typography 101: Font Pairing Rules for Non-Designers — Make Your Text Look Professionally Designed,2026-05-27,,Better Design,Published,,,18140,,,,no,additional-published,not-in-production-plan
veo-3-vs-lovart-comparison.md,1-3 Content Gen/Lovart-Blog-Pipeline/Lovart-Blogs/03-Published/veo-3-vs-lovart-comparison.md,veo-3-vs-lovart-video-generation-comparison,Google Veo 3 vs Lovart: Why the Best Video Model Gets Better Inside a Design Agent,2026-05-27,,Comparison,Published,,,18141,,,,no,additional-published,not-in-production-plan
