issue_type,language,slug,_id,title,createdAt,seoTitle,url,action
twin-multilang,ja,concert-poster-design,features-concert-poster-design-ja,プロのコンサートポスター、簡単デザイン,2026-05-22,プロのコンサートポスター、簡単デザイン,/.../concert-poster-design,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,create-editable-brand-kit-ai-agent,create-editable-brand-kit-ai-agent-de,So erstellst du in Sekunden ein editierbares Brand Kit mit Lovart KI-Design-Agen,2026-05-22,So erstellst du in Sekunden ein editierbares Brand Kit mit Lovart KI-Design-Agen,/.../create-editable-brand-kit-ai-agent,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,create-mockups-with-brand-kit-ai,create-mockups-with-brand-kit-ai-de,So erstellst du realistische Mockups mit deinem Brand Kit in Lovart,2026-05-22,So erstellst du realistische Mockups mit deinem Brand Kit in Lovart,/.../create-mockups-with-brand-kit-ai,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,custom-business-flyer-design,custom-business-flyer-design-de,custom 商务 flyer 设计 | Lovart,2026-07-12,custom 商务 flyer 设计 | Lovart,/.../custom-business-flyer-design,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,cv-template-design,cv-template-design-de,Professionelles CV-Design mit KI für akademische & internationale Karrieren,2026-05-22,Professionelles CV-Design mit KI für akademische & internationale Karrieren,/.../cv-template-design,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,design-viral-youtube-thumbnails-ai-by-lovart,design-viral-youtube-thumbnails-ai-by-lovart-de,KI-YouTube-Thumbnails designen: CTR sofort steigern | Lovart,2026-05-22,KI-YouTube-Thumbnails designen: CTR sofort steigern | Lovart,/.../design-viral-youtube-thumbnails-ai-by-lovart,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,design-viral-youtube-thumbnails-ai,design-viral-youtube-thumbnails-ai-de,Erstelle virale YouTube-Thumbnails mit KI | Lovart,2026-05-22,Erstelle virale YouTube-Thumbnails mit KI | Lovart,/.../design-viral-youtube-thumbnails-ai,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,discount-banner-design,discount-banner-design-de,KI‑Discount‑Banner: Hohe Conversion,2026-05-22,KI‑Discount‑Banner: Hohe Conversion,/.../discount-banner-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-image-generator-landing-trial-now,draft-ai-image-generator-landing-trial-now-en,Ai Image Generator Landing Trial Now | Lovart,2026-07-12,Ai Image Generator Landing Trial Now | Lovart,/.../ai-image-generator-landing-trial-now,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,ai-logo-generator-landing-trial-now,draft-ai-logo-generator-landing-trial-now-en,Ai Logo Generator Landing Trial Now | Lovart,2026-07-12,Ai Logo Generator Landing Trial Now | Lovart,/.../ai-logo-generator-landing-trial-now,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,background-remover-landing-trial-now,draft-background-remover-landing-trial-now-en,Background Remover Landing Trial Now | Lovart,2026-07-12,Background Remover Landing Trial Now | Lovart,/.../background-remover-landing-trial-now,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,hailuo-ai-video-generator-landing-trial-now,draft-hailuo-ai-video-generator-landing-trial-now-en,Hailuo Ai Video Generator Landing Trial Now | Lovart,2026-07-12,Hailuo Ai Video Generator Landing Trial Now | Lovart,/.../hailuo-ai-video-generator-landing-trial-now,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,midjourney-image-generation-landing-trial-now,draft-midjourney-image-generation-landing-trial-now-en,Midjourney Image Generation Landing Trial Now | Lovart,2026-07-12,Midjourney Image Generation Landing Trial Now | Lovart,/.../midjourney-image-generation-landing-trial-now,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,seedance-video-generation-landing-trial-now,draft-seedance-video-generation-landing-trial-now-en,Seedance Video Generation Landing Trial Now | Lovart,2026-07-12,Seedance Video Generation Landing Trial Now | Lovart,/.../seedance-video-generation-landing-trial-now,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,seedream-image-generation-landing-trial-now,draft-seedream-image-generation-landing-trial-now-en,Seedream Image Generation Landing Trial Now | Lovart,2026-07-12,Seedream Image Generation Landing Trial Now | Lovart,/.../seedream-image-generation-landing-trial-now,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,sora-video-generation-landing-trial-now,draft-sora-video-generation-landing-trial-now-en,Sora Video Generation Landing Trial Now | Lovart,2026-07-12,Sora Video Generation Landing Trial Now | Lovart,/.../sora-video-generation-landing-trial-now,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,talking-avatar-landing-trial-now,draft-talking-avatar-landing-trial-now-en,Talking Avatar Landing Trial Now | Lovart,2026-07-12,Talking Avatar Landing Trial Now | Lovart,/.../talking-avatar-landing-trial-now,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,text-to-image-landing-trial-now,draft-text-to-image-landing-trial-now-en,Text To Image Landing Trial Now | Lovart,2026-07-12,Text To Image Landing Trial Now | Lovart,/.../text-to-image-landing-trial-now,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-brand-manager-scenarios-b,drafts.draft-brand-manager-scenarios-b-en,Draft Brand Manager Scenarios B | Lovart,2026-07-12,Draft Brand Manager Scenarios B | Lovart,/.../draft-brand-manager-scenarios-b,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-brand-manager-scenarios-blog,drafts.draft-brand-manager-scenarios-blog-en,Draft Brand Manager Scenarios Blog | Lovart,2026-07-12,Draft Brand Manager Scenarios Blog | Lovart,/.../draft-brand-manager-scenarios-blog,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-brand-manager-scenarios-portrait,drafts.draft-brand-manager-scenarios-portrait-en,Draft Brand Manager Scenarios Portrait | Lovart,2026-07-12,Draft Brand Manager Scenarios Portrait | Lovart,/.../draft-brand-manager-scenarios-portrait,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-brand-manager-scenarios-reviews4,drafts.draft-brand-manager-scenarios-reviews4-en,Draft Brand Manager Scenarios Reviews4 | Lovart,2026-07-12,Draft Brand Manager Scenarios Reviews4 | Lovart,/.../draft-brand-manager-scenarios-reviews4,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-brand-manager-scenarios-vertical,drafts.draft-brand-manager-scenarios-vertical-en,Draft Brand Manager Scenarios Vertical | Lovart,2026-07-12,Draft Brand Manager Scenarios Vertical | Lovart,/.../draft-brand-manager-scenarios-vertical,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-b,drafts.draft-ecommerce-operator-scenarios-b-en,Draft Ecommerce Operator Scenarios B | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios B | Lovart,/.../draft-ecommerce-operator-scenarios-b,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-before-after,drafts.draft-ecommerce-operator-scenarios-before-after-en,Draft Ecommerce Operator Scenarios Before After | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Before After | Lovart,/.../draft-ecommerce-operator-scenarios-before-after,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-blog,drafts.draft-ecommerce-operator-scenarios-blog-en,Draft Ecommerce Operator Scenarios Blog | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Blog | Lovart,/.../draft-ecommerce-operator-scenarios-blog,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-cinematic,drafts.draft-ecommerce-operator-scenarios-cinematic-en,Draft Ecommerce Operator Scenarios Cinematic | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Cinematic | Lovart,/.../draft-ecommerce-operator-scenarios-cinematic,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-portrait,drafts.draft-ecommerce-operator-scenarios-portrait-en,Draft Ecommerce Operator Scenarios Portrait | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Portrait | Lovart,/.../draft-ecommerce-operator-scenarios-portrait,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-reviews4,drafts.draft-ecommerce-operator-scenarios-reviews4-en,Draft Ecommerce Operator Scenarios Reviews4 | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Reviews4 | Lovart,/.../draft-ecommerce-operator-scenarios-reviews4,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-showcase,drafts.draft-ecommerce-operator-scenarios-showcase-en,Draft Ecommerce Operator Scenarios Showcase | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Showcase | Lovart,/.../draft-ecommerce-operator-scenarios-showcase,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-stacked,drafts.draft-ecommerce-operator-scenarios-stacked-en,Draft Ecommerce Operator Scenarios Stacked | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Stacked | Lovart,/.../draft-ecommerce-operator-scenarios-stacked,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-ecommerce-operator-scenarios-testimonial,drafts.draft-ecommerce-operator-scenarios-testimonial-en,Draft Ecommerce Operator Scenarios Testimonial | Lovart,2026-07-12,Draft Ecommerce Operator Scenarios Testimonial | Lovart,/.../draft-ecommerce-operator-scenarios-testimonial,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-before-after,drafts.draft-freelance-designer-scenarios-before-after-en,Draft Freelance Designer Scenarios Before After | Lovart,2026-07-12,Draft Freelance Designer Scenarios Before After | Lovart,/.../draft-freelance-designer-scenarios-before-after,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-bento2,drafts.draft-freelance-designer-scenarios-bento2-en,Draft Freelance Designer Scenarios Bento2 | Lovart,2026-07-12,Draft Freelance Designer Scenarios Bento2 | Lovart,/.../draft-freelance-designer-scenarios-bento2,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-bento6,drafts.draft-freelance-designer-scenarios-bento6-en,Draft Freelance Designer Scenarios Bento6 | Lovart,2026-07-12,Draft Freelance Designer Scenarios Bento6 | Lovart,/.../draft-freelance-designer-scenarios-bento6,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-blog,drafts.draft-freelance-designer-scenarios-blog-en,Draft Freelance Designer Scenarios Blog | Lovart,2026-07-12,Draft Freelance Designer Scenarios Blog | Lovart,/.../draft-freelance-designer-scenarios-blog,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-cinematic,drafts.draft-freelance-designer-scenarios-cinematic-en,Draft Freelance Designer Scenarios Cinematic | Lovart,2026-07-12,Draft Freelance Designer Scenarios Cinematic | Lovart,/.../draft-freelance-designer-scenarios-cinematic,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-portrait,drafts.draft-freelance-designer-scenarios-portrait-en,Draft Freelance Designer Scenarios Portrait | Lovart,2026-07-12,Draft Freelance Designer Scenarios Portrait | Lovart,/.../draft-freelance-designer-scenarios-portrait,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-stacked,drafts.draft-freelance-designer-scenarios-stacked-en,Draft Freelance Designer Scenarios Stacked | Lovart,2026-07-12,Draft Freelance Designer Scenarios Stacked | Lovart,/.../draft-freelance-designer-scenarios-stacked,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-freelance-designer-scenarios-vertical,drafts.draft-freelance-designer-scenarios-vertical-en,Draft Freelance Designer Scenarios Vertical | Lovart,2026-07-12,Draft Freelance Designer Scenarios Vertical | Lovart,/.../draft-freelance-designer-scenarios-vertical,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-a,drafts.draft-marketing-director-scenarios-a-en,Draft Marketing Director Scenarios A | Lovart,2026-07-12,Draft Marketing Director Scenarios A | Lovart,/.../draft-marketing-director-scenarios-a,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-before-after,drafts.draft-marketing-director-scenarios-before-after-en,Draft Marketing Director Scenarios Before After | Lovart,2026-07-12,Draft Marketing Director Scenarios Before After | Lovart,/.../draft-marketing-director-scenarios-before-after,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-bento2,drafts.draft-marketing-director-scenarios-bento2-en,Draft Marketing Director Scenarios Bento2 | Lovart,2026-07-12,Draft Marketing Director Scenarios Bento2 | Lovart,/.../draft-marketing-director-scenarios-bento2,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-blog,drafts.draft-marketing-director-scenarios-blog-en,Draft Marketing Director Scenarios Blog | Lovart,2026-07-12,Draft Marketing Director Scenarios Blog | Lovart,/.../draft-marketing-director-scenarios-blog,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-journey,drafts.draft-marketing-director-scenarios-journey-en,Draft Marketing Director Scenarios Journey | Lovart,2026-07-12,Draft Marketing Director Scenarios Journey | Lovart,/.../draft-marketing-director-scenarios-journey,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-reviews4,drafts.draft-marketing-director-scenarios-reviews4-en,Draft Marketing Director Scenarios Reviews4 | Lovart,2026-07-12,Draft Marketing Director Scenarios Reviews4 | Lovart,/.../draft-marketing-director-scenarios-reviews4,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-showcase,drafts.draft-marketing-director-scenarios-showcase-en,Draft Marketing Director Scenarios Showcase | Lovart,2026-07-12,Draft Marketing Director Scenarios Showcase | Lovart,/.../draft-marketing-director-scenarios-showcase,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-marketing-director-scenarios-vertical,drafts.draft-marketing-director-scenarios-vertical-en,Draft Marketing Director Scenarios Vertical | Lovart,2026-07-12,Draft Marketing Director Scenarios Vertical | Lovart,/.../draft-marketing-director-scenarios-vertical,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-b,drafts.draft-social-media-manager-scenarios-b-en,Draft Social Media Manager Scenarios B | Lovart,2026-07-12,Draft Social Media Manager Scenarios B | Lovart,/.../draft-social-media-manager-scenarios-b,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-before-after,drafts.draft-social-media-manager-scenarios-before-after-en,Draft Social Media Manager Scenarios Before After | Lovart,2026-07-12,Draft Social Media Manager Scenarios Before After | Lovart,/.../draft-social-media-manager-scenarios-before-after,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-blog,drafts.draft-social-media-manager-scenarios-blog-en,Draft Social Media Manager Scenarios Blog | Lovart,2026-07-12,Draft Social Media Manager Scenarios Blog | Lovart,/.../draft-social-media-manager-scenarios-blog,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-cinematic,drafts.draft-social-media-manager-scenarios-cinematic-en,Draft Social Media Manager Scenarios Cinematic | Lovart,2026-07-12,Draft Social Media Manager Scenarios Cinematic | Lovart,/.../draft-social-media-manager-scenarios-cinematic,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-journey,drafts.draft-social-media-manager-scenarios-journey-en,Draft Social Media Manager Scenarios Journey | Lovart,2026-07-12,Draft Social Media Manager Scenarios Journey | Lovart,/.../draft-social-media-manager-scenarios-journey,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-portrait,drafts.draft-social-media-manager-scenarios-portrait-en,Draft Social Media Manager Scenarios Portrait | Lovart,2026-07-12,Draft Social Media Manager Scenarios Portrait | Lovart,/.../draft-social-media-manager-scenarios-portrait,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-stacked,drafts.draft-social-media-manager-scenarios-stacked-en,Draft Social Media Manager Scenarios Stacked | Lovart,2026-07-12,Draft Social Media Manager Scenarios Stacked | Lovart,/.../draft-social-media-manager-scenarios-stacked,CHECK: 8 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-testimonial,drafts.draft-social-media-manager-scenarios-testimonial-en,Draft Social Media Manager Scenarios Testimonial | Lovart,2026-07-12,Draft Social Media Manager Scenarios Testimonial | Lovart,/.../draft-social-media-manager-scenarios-testimonial,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,draft-social-media-manager-scenarios-vertical,drafts.draft-social-media-manager-scenarios-vertical-en,Draft Social Media Manager Scenarios Vertical | Lovart,2026-07-12,Draft Social Media Manager Scenarios Vertical | Lovart,/.../draft-social-media-manager-scenarios-vertical,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,en,restaurant_menu_design,drafts.features-restaurant_menu_design-en,Professional Restaurant Menu Design Made Simple,2026-07-12,AI Restaurant Menu Design — Professional Menus in Minutes | Lovart,/.../restaurant_menu_design,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-brand-manager-scenarios-bento2,drafts.scenarios-draft-brand-manager-scenarios-bento2-de,AI Design for Brand Managers — 双成果聚焦 | Lovart,2026-07-12,AI Design for Brand Managers — 双成果聚焦 | Lovart,/.../draft-brand-manager-scenarios-bento2,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-brand-manager-scenarios-cinematic,drafts.scenarios-draft-brand-manager-scenarios-cinematic-de,AI Design for Brand Managers — 影院首屏 | Lovart,2026-07-12,AI Design for Brand Managers — 影院首屏 | Lovart,/.../draft-brand-manager-scenarios-cinematic,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,draft-brand-manager-scenarios-journey,drafts.scenarios-draft-brand-manager-scenarios-journey-fr,AI Design for Brand Managers — 旅程首屏 | Lovart,2026-07-12,AI Design for Brand Managers — 旅程首屏 | Lovart,/.../draft-brand-manager-scenarios-journey,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-brand-manager-scenarios-showcase,drafts.scenarios-draft-brand-manager-scenarios-showcase-de,AI Design for Brand Managers — 案例横滑 | Lovart,2026-07-12,AI Design for Brand Managers — 案例横滑 | Lovart,/.../draft-brand-manager-scenarios-showcase,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-brand-manager-scenarios-stacked,drafts.scenarios-draft-brand-manager-scenarios-stacked-de,AI Design for Brand Managers — 案例纵叠 | Lovart,2026-07-12,AI Design for Brand Managers — 案例纵叠 | Lovart,/.../draft-brand-manager-scenarios-stacked,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-brand-manager-scenarios-testimonial,drafts.scenarios-draft-brand-manager-scenarios-testimonial-de,AI Design for Brand Managers — 叙事证言 | Lovart,2026-07-12,AI Design for Brand Managers — 叙事证言 | Lovart,/.../draft-brand-manager-scenarios-testimonial,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-ecommerce-operator-scenarios-bento2,drafts.scenarios-draft-ecommerce-operator-scenarios-bento2-de,AI Design for E-Commerce Operators — 双成果聚焦 | Lovart,2026-07-12,AI Design for E-Commerce Operators — 双成果聚焦 | Lovart,/.../draft-ecommerce-operator-scenarios-bento2,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-ecommerce-operator-scenarios-bento6,drafts.scenarios-draft-ecommerce-operator-scenarios-bento6-de,AI Design for E-Commerce Operators — 六格能力图 | Lovart,2026-07-12,AI Design for E-Commerce Operators — 六格能力图 | Lovart,/.../draft-ecommerce-operator-scenarios-bento6,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-ecommerce-operator-scenarios-journey,drafts.scenarios-draft-ecommerce-operator-scenarios-journey-de,AI Design for E-Commerce Operators — 旅程首屏 | Lovart,2026-07-12,AI Design for E-Commerce Operators — 旅程首屏 | Lovart,/.../draft-ecommerce-operator-scenarios-journey,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,draft-freelance-designer-scenarios-a,drafts.scenarios-draft-freelance-designer-scenarios-a-fr,AI Design for Freelance Designers — 基准（Tab A） | Lovart,2026-07-12,AI Design for Freelance Designers — 基准（Tab A） | Lovart,/.../draft-freelance-designer-scenarios-a,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,draft-freelance-designer-scenarios-journey,drafts.scenarios-draft-freelance-designer-scenarios-journey-fr,AI Design for Freelance Designers — 旅程首屏 | Lovart,2026-07-12,AI Design for Freelance Designers — 旅程首屏 | Lovart,/.../draft-freelance-designer-scenarios-journey,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,draft-freelance-designer-scenarios-showcase,drafts.scenarios-draft-freelance-designer-scenarios-showcase-fr,AI Design for Freelance Designers — 案例横滑 | Lovart,2026-07-12,AI Design for Freelance Designers — 案例横滑 | Lovart,/.../draft-freelance-designer-scenarios-showcase,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-marketing-director-scenarios-portrait,drafts.scenarios-draft-marketing-director-scenarios-portrait-de,AI Design for Marketing Directors — 三类场景入口 | Lovart,2026-07-12,AI Design for Marketing Directors — 三类场景入口 | Lovart,/.../draft-marketing-director-scenarios-portrait,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-marketing-director-scenarios-stacked,drafts.scenarios-draft-marketing-director-scenarios-stacked-de,AI Design for Marketing Directors — 案例纵叠 | Lovart,2026-07-12,AI Design for Marketing Directors — 案例纵叠 | Lovart,/.../draft-marketing-director-scenarios-stacked,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-marketing-director-scenarios-testimonial,drafts.scenarios-draft-marketing-director-scenarios-testimonial-de,AI Design for Marketing Directors — 叙事证言 | Lovart,2026-07-12,AI Design for Marketing Directors — 叙事证言 | Lovart,/.../draft-marketing-director-scenarios-testimonial,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-social-media-manager-scenarios-a,drafts.scenarios-draft-social-media-manager-scenarios-a-de,AI Design for Social Media Managers — 基准（Tab A） | Lovart,2026-07-12,AI Design for Social Media Managers — 基准（Tab A） | Lovart,/.../draft-social-media-manager-scenarios-a,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,it,draft-social-media-manager-scenarios-bento2,drafts.scenarios-draft-social-media-manager-scenarios-bento2-it,AI Design for Social Media Managers — 双成果聚焦 | Lovart,2026-07-12,AI Design for Social Media Managers — 双成果聚焦 | Lovart,/.../draft-social-media-manager-scenarios-bento2,CHECK: 6 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,fr,draft-social-media-manager-scenarios-bento6,drafts.scenarios-draft-social-media-manager-scenarios-bento6-fr,AI Design for Social Media Managers — 六格能力图 | Lovart,2026-07-12,AI Design for Social Media Managers — 六格能力图 | Lovart,/.../draft-social-media-manager-scenarios-bento6,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,draft-social-media-manager-scenarios-reviews4,drafts.scenarios-draft-social-media-manager-scenarios-reviews4-de,AI Design for Social Media Managers — 四列评价墙 | Lovart,2026-07-12,AI Design for Social Media Managers — 四列评价墙 | Lovart,/.../draft-social-media-manager-scenarios-reviews4,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,e-learning-banner-design,features-e-learning-banner-design-ja,プロeラーニングバナーで受講率アップ,2026-05-22,プロeラーニングバナーで受講率アップ,/.../e-learning-banner-design,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,ecommerce-banner-design,features-ecommerce-banner-design-ja,プロが手掛ける売れるバナーデザイン,2026-05-22,プロが手掛ける売れるバナーデザイン,/.../ecommerce-banner-design,CHECK: 5 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,de,edit-ai-generated-images,edit-ai-generated-images-de,Präzise Steuerung: KI-Bilder sofort mit Lovart Agent bearbeiten,2026-05-22,Präzise Steuerung: KI-Bilder sofort mit Lovart Agent bearbeiten,/.../edit-ai-generated-images,CHECK: 7 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
twin-multilang,ja,engagement-invitation-design,features-engagement-invitation-design-ja,プロの招待状デザインを簡単に,2026-05-22,プロの招待状デザインを簡単に,/.../engagement-invitation-design,CHECK: 9 langs 都创建; 验证每语言版内容是否仍差异化或已退化为 i18n copy
